horizon,kernel,val_r2,val_rmse,params
1,rbf,0.9841214281354321,2.627619890109707,"{'C': 100, 'epsilon': 0.1, 'gamma': 0.1}"
6,rbf,0.9276536000368454,5.602251270622337,"{'C': 100, 'epsilon': 0.1, 'gamma': 0.1}"
24,rbf,0.8595474381005626,7.795457126591919,"{'C': 100, 'epsilon': 0.1, 'gamma': 0.1}"
48,rbf,0.7757515985305496,9.821192287250577,"{'C': 100, 'epsilon': 0.1, 'gamma': 'scale'}"
48,linear,0.6642824686020019,12.016736734164667,"{'C': 100, 'epsilon': 0.1}"
72,rbf,0.7127675541169534,11.064982649230842,"{'C': 100, 'epsilon': 0.1, 'gamma': 'scale'}"
72,linear,0.5969554857304378,13.107217202766547,"{'C': 100, 'epsilon': 0.1}"
