#{"t_start": 1757804866.1245933, "env_id": "None"}
r,l,t
-869.807171,24,86.397816
-809.882066,24,86.925968
-776.855663,24,87.412062
-793.857841,24,87.891681
-865.920916,24,88.371102
-776.855663,24,88.922661
-830.647109,24,89.450364
-776.855663,24,89.970924
-860.440071,24,90.469755
-833.704313,24,90.959406
-789.197444,24,91.49344
-879.993646,24,91.985316
-776.855663,24,92.468884
-880.833638,24,92.95414
-815.854751,24,93.517743
-776.855663,24,94.065395
-873.920848,24,94.598892
-869.338186,24,95.144774
-814.952879,24,95.644269
-866.358219,24,96.125946
-879.076332,24,96.626369
-857.308193,24,97.134532
-776.855663,24,97.674885
-803.323045,24,98.162316
-776.855663,24,98.691703
-879.573636,24,99.19048
-834.809756,24,99.75634
-869.414553,24,100.23046
-879.917283,24,100.770445
-796.812271,24,101.282525
-881.005445,24,101.809916
-875.926365,24,102.306182
-876.040905,24,102.826272
-864.220956,24,103.323471
-776.855663,24,103.786297
-783.505318,24,104.240574
-876.002739,24,104.746957
-776.855663,24,105.246933
-864.889112,24,105.742225
-776.855663,24,106.219673
-813.545828,24,106.700518
-870.712755,24,107.197415
-873.960011,24,107.692971
-776.855663,24,108.172299
-786.739057,24,108.645137
-875.678188,24,109.141763
-809.212149,24,109.640899
-879.63091,24,110.097098
-796.000952,24,110.586533
-779.133121,24,111.077129
-852.154568,24,111.57136
-776.855663,24,112.060195
-877.58728,24,112.531703
-877.014519,24,113.06374
-783.5534,24,113.560488
-877.950012,24,114.023402
-869.853678,24,114.510304
-838.509878,24,114.964563
-778.623035,24,115.402263
-870.311873,24,115.851908
-836.095555,24,116.31942
-788.142716,24,116.754961
-788.681622,24,117.221254
-871.400935,24,117.722862
-812.217288,24,118.166451
-838.111423,24,118.609249
-777.564838,24,119.035768
-776.855663,24,119.517258
-877.816345,24,119.969367
-824.480425,24,120.425225
-860.840943,24,120.906197
-785.421705,24,121.355625
-847.667301,24,121.818433
-851.602646,24,122.263669
-820.875752,24,122.728949
-870.52272,24,123.162158
-879.917283,24,123.584587
-776.855663,24,124.018141
-776.855663,24,124.4536
-872.01092,24,124.934497
-857.977314,24,125.348037
-875.525479,24,125.80302
-871.058126,24,126.221977
-829.974582,24,126.687725
-879.726361,24,127.152599
-876.174542,24,127.636338
-878.274571,24,128.07663
-880.050901,24,128.534874
-841.534498,24,128.985997
-874.799988,24,129.433663
-839.473899,24,129.895263
-776.855663,24,130.376825
-869.758211,24,130.989631
-801.185347,24,131.458116
-865.213666,24,131.927762
-872.450916,24,132.376312
-799.705914,24,132.853853
-845.7411,24,133.28675
-776.855663,24,133.730854
-879.210893,24,134.13675
-874.016364,24,134.592937
-818.491282,24,135.049975
-866.703589,24,135.469282
-876.269989,24,135.882434
-875.277287,24,136.297834
-878.140896,24,136.715323
-851.308968,24,137.096723
-776.855663,24,137.476304
-817.822713,24,137.876621
-861.814678,24,138.271617
-876.155441,24,138.657793
-873.119048,24,139.036391
-872.832702,24,139.414491
-783.813385,24,139.787828
-793.767735,24,140.175147
-880.394532,24,140.527609
-786.108984,24,140.916497
-838.512914,24,141.307534
-880.547258,24,141.668015
-873.290885,24,142.075136
-798.267269,24,142.461245
-880.547258,24,142.910041
-878.694531,24,143.303081
-858.359089,24,143.679686
-776.855663,24,144.056789
-776.855663,24,144.484134
-875.811817,24,144.847788
-788.090094,24,145.208307
-776.855663,24,145.583579
-875.926361,24,145.975732
-832.038572,24,146.368329
-854.845489,24,146.761259
-875.277268,24,147.155968
-776.855663,24,147.540654
-776.926582,24,148.630412
-880.852727,24,148.995397
-791.441209,24,149.35855
-861.128167,24,149.732037
-778.707611,24,150.100685
-877.58728,24,150.480402
-870.25458,24,150.848986
-831.949738,24,151.26352
-875.353634,24,151.635509
-869.051821,24,152.021894
-866.913592,24,152.406501
-786.330738,24,152.793797
-857.805455,24,153.166165
-776.855663,24,153.528316
-776.855663,24,153.921597
-869.643625,24,154.295579
-857.919979,24,154.662286
-878.121838,24,155.055627
-862.140085,24,155.449849
-776.855663,24,155.831319
-875.143665,24,156.219123
-814.882108,24,156.576846
-876.861797,24,156.957608
-871.439113,24,157.343112
-873.061763,24,157.719709
-782.217062,24,158.134762
-807.976443,24,158.49333
-776.855663,24,158.892395
-875.754543,24,159.258498
-852.040032,24,159.646265
-870.59909,24,160.013057
-818.693914,24,160.403616
-776.855663,24,160.783012
-842.623419,24,161.158039
-836.58922,24,161.540549
-863.037332,24,161.933633
-864.068219,24,162.299163
-875.754543,24,162.655132
-792.953843,24,163.039961
-776.855663,24,163.416932
-776.855663,24,163.808794
-777.493916,24,164.173351
-874.761818,24,164.558301
-868.325406,24,164.920007
-865.480954,24,165.297553
-797.615568,24,165.651724
-875.926365,24,166.026927
-876.93816,24,166.373001
-882.819085,24,166.754296
-881.005445,24,167.119952
-846.863033,24,167.476018
-820.156911,24,167.854286
-858.471021,24,168.223278
-875.29636,24,168.622535
-868.899088,24,169.028107
-878.866375,24,169.407604
-863.533651,24,169.837294
-868.117942,24,170.231509
-776.855663,24,170.603863
-872.374541,24,170.981662
-849.132618,24,171.34443
-838.642428,24,171.73772
-877.014519,24,172.121296
-811.63567,24,172.549887
-821.758473,24,172.912127
-776.855663,24,173.289287
-872.83269,24,173.669623
-824.015049,24,174.036334
-778.203094,24,174.415378
-877.606373,24,174.803282
-800.50974,24,175.16613
-874.627299,24,175.548825
-789.485411,24,175.913017
-778.203094,24,176.300828
-776.855663,24,176.702987
-882.265446,24,177.062309
-871.992721,24,177.430162
-862.589886,24,177.829611
-869.177171,24,178.209724
-780.529591,24,178.612075
-874.722755,24,179.002779
-776.855663,24,179.372968
-855.056397,24,179.749618
-874.722755,24,180.143241
-870.999129,24,180.518875
-876.327263,24,180.898324
-873.539031,24,181.255609
-878.905446,24,181.654026
-808.523761,24,182.035343
-836.534401,24,182.38748
-880.699998,24,182.756057
-876.880913,24,183.131505
-869.357279,24,183.525409
-800.271313,24,183.891117
-829.648837,24,184.233896
-873.596343,24,184.608294
-879.76455,24,184.98349
-777.777588,24,185.342281
-880.050901,24,185.724038
-876.709095,24,186.099126
-814.412141,24,186.484137
-806.027248,24,186.878779
-776.855663,24,187.220856
-800.669841,24,187.599983
-871.744533,24,187.961437
-809.180455,24,188.349756
-877.816376,24,188.71878
-781.666889,24,189.106563
-862.674566,24,189.506331
-776.855663,24,189.892787
-845.048048,24,190.245319
-879.287252,24,190.614857
-806.637724,24,190.985202
-870.178179,24,191.35161
-877.45364,24,191.733308
-822.01148,24,192.155692
-871.019118,24,192.539011
-848.697283,24,192.904056
-863.068074,24,193.290213
-846.750048,24,193.67613
-877.529999,24,194.053515
-879.63091,24,194.417703
-807.271151,24,194.814367
-813.104273,24,195.202472
-776.855663,24,195.602298
-776.855663,24,195.97475
-776.855663,24,196.361558
-876.136364,24,196.722738
-850.281962,24,197.183151
-862.579171,24,197.564749
-871.909866,24,197.951714
-866.779978,24,198.371232
-776.855663,24,198.761813
-854.349101,24,199.127239
-881.692723,24,199.49998
-791.643075,24,199.879952
-864.679155,24,200.243372
-807.364621,24,200.616174
-824.966797,24,200.984681
-878.694531,24,201.346952
-798.080093,24,201.7373
-776.855663,24,202.135694
-776.855663,24,202.542282
-828.982024,24,202.985061
-880.547258,24,203.340843
-817.070571,24,203.729966
-866.550902,24,204.09644
-789.859167,24,204.497689
-776.855663,24,204.900464
-860.115551,24,205.274656
-858.435513,24,205.671305
-813.591823,24,206.073523
-870.885486,24,206.440762
-795.462193,24,206.824044
-848.117516,24,207.202441
-834.675178,24,207.583205
-876.250908,24,207.958245
-793.505986,24,208.370724
-879.859998,24,208.755907
-787.268799,24,209.14513
-786.758047,24,209.550098
-777.622063,24,209.933043
-872.29819,24,210.317933
-881.005445,24,210.683504
-872.125471,24,211.050559
-776.855663,24,211.415436
-776.855663,24,211.762079
-860.841008,24,212.142774
-811.993806,24,212.522463
-786.588033,24,212.897206
-877.0718,24,213.280014
-879.55454,24,213.656966
-879.993646,24,214.016354
-874.418194,24,214.391863
-849.142688,24,214.788749
-871.439101,24,215.181714
-880.776353,24,215.54834
-873.119071,24,215.900826
-874.360909,24,216.329135
-805.489302,24,216.699331
-776.855663,24,217.089802
-776.855663,24,217.458077
-876.098179,24,217.831293
-838.977072,24,218.262452
-879.287252,24,218.642885
-776.855663,24,219.005667
-776.855663,24,219.350929
-776.855663,24,219.729561
-880.929086,24,220.082925
-877.272686,24,220.443346
-876.555438,24,220.847275
-784.104437,24,221.223059
-817.647415,24,221.593346
-877.969109,24,221.950724
-856.660031,24,222.333226
-809.541043,24,222.733269
-777.493923,24,223.120749
-880.31817,24,223.500615
-828.417893,24,223.887504
-776.855663,24,224.270679
-805.006093,24,224.645256
-879.420896,24,225.021483
-779.089508,24,225.381299
-789.025615,24,225.794841
-882.322721,24,226.172428
-864.353646,24,226.532651
-795.860571,24,226.911684
-883.278185,24,227.315038
-865.500024,24,228.39152
-799.430631,24,228.73859
-808.965615,24,229.130066
-778.06126,24,229.526148
-845.288976,24,229.902127
-852.225331,24,230.270397
-782.059742,24,230.627305
-872.194481,24,231.023666
-864.334584,24,231.412985
-881.177274,24,231.776558
-853.642745,24,232.189031
-879.650003,24,232.595637
-879.210912,24,233.003088
-843.621318,24,233.370103
-869.680856,24,233.729997
-867.219031,24,234.107937
-877.950005,24,234.478336
-877.49181,24,234.882537
-822.271371,24,235.299475
-776.855663,24,235.672031
-837.979495,24,236.050249
-870.025469,24,236.455187
-789.016333,24,236.849203
-828.43111,24,237.216458
-879.573636,24,237.598192
-874.488125,24,238.007236
-852.397276,24,238.389256
-881.559068,24,238.760312
-838.78198,24,239.155928
-879.134542,24,239.528651
-850.874526,24,239.913752
-881.88363,24,240.287432
-796.726842,24,240.673395
-877.816376,24,241.045743
-873.539031,24,241.441306
-875.678188,24,241.824149
-776.855663,24,242.189829
-879.630918,24,242.538639
-877.701805,24,242.918939
-876.785435,24,243.350998
-808.732898,24,243.718673
-776.855663,24,244.130855
-817.568571,24,244.512267
-776.855663,24,244.885189
-776.855663,24,245.266447
-845.622709,24,245.639575
-872.690709,24,246.027048
-811.402017,24,246.386579
-874.092704,24,246.76713
-874.856384,24,247.16681
-875.754543,24,247.518621
-879.63091,24,247.916801
-829.73515,24,248.297324
-875.983635,24,248.658983
-879.76455,24,249.006835
-776.855663,24,249.382632
-866.740884,24,249.751253
-875.525479,24,250.157118
-776.855663,24,250.518242
-862.290939,24,250.905041
-880.623628,24,251.265078
-776.855663,24,251.632532
-875.639102,24,252.012933
-776.855663,24,252.375013
-783.36348,24,252.744558
-880.394532,24,253.160167
-876.785435,24,253.533866
-880.146367,24,253.904791
-849.118209,24,254.310242
-791.796635,24,254.706459
-877.186352,24,255.092044
-776.997498,24,255.488033
-876.556343,24,255.845896
-879.058187,24,256.223325
-873.309974,24,256.589465
-875.506359,24,256.967405
-776.855663,24,257.336364
-878.102745,24,257.684291
-872.832702,24,258.035047
-776.855663,24,258.403085
-781.094036,24,258.763932
-830.532254,24,259.140762
-873.883545,24,259.531561
-880.070008,24,259.922801
-842.280049,24,260.289918
-804.163418,24,260.667165
-784.156202,24,261.051723
-863.533628,24,261.442606
-776.926582,24,261.828847
-807.530961,24,262.21062
-876.040905,24,262.609988
-833.265153,24,262.963779
-776.855663,24,263.347684
-875.449104,24,263.724442
-786.38547,24,264.125542
-880.146367,24,264.52173
-862.598165,24,264.979534
-812.486681,24,265.386186
-776.855663,24,265.771076
-781.996845,24,266.181148
-869.414553,24,266.593533
-813.681101,24,267.035652
-872.603637,24,267.490015
-828.724042,24,267.959107
-820.463206,24,268.39986
-880.967252,24,268.80759
-881.005445,24,269.191788
-874.971832,24,269.581381
-823.359521,24,270.031699
-839.513658,24,270.447296
-879.688184,24,270.831119
-863.381857,24,271.223059
-811.185205,24,271.576706
-776.855663,24,271.947613
-776.855663,24,272.327624
-879.688184,24,272.726435
-875.554531,24,273.100956
-776.855663,24,273.510231
-880.623635,24,273.887452
-873.768157,24,274.301483
-862.195537,24,274.708177
-776.926582,24,275.111369
-854.88194,24,275.49806
-808.622601,24,275.897117
-873.252734,24,276.261649
-879.497262,24,276.626704
-873.635288,24,277.015835
-827.867033,24,277.376709
-863.667337,24,277.788648
-803.409268,24,278.132918
-846.330058,24,278.510113
-854.559108,24,278.89968
-873.46273,24,279.276683
-871.801833,24,279.666885
-851.867282,24,280.048585
-879.210893,24,280.425094
-868.020869,24,280.794606
-874.265381,24,281.168654
-804.180854,24,281.54701
-874.742714,24,281.940079
-882.265454,24,282.300971
-879.688184,24,282.678068
-869.910891,24,283.056471
-881.883588,24,283.438911
-841.440406,24,283.857469
-859.350069,24,284.209959
-872.584533,24,284.61647
-874.914555,24,284.980729
-878.274571,24,285.352296
-877.014519,24,285.779412
-868.173651,24,286.180552
-776.855663,24,286.599724
-858.185526,24,286.996495
-813.909359,24,287.374415
-788.109172,24,287.756911
-876.155441,24,288.139356
-874.169093,24,288.495524
-880.699998,24,288.882842
-880.31817,24,289.263238
-874.169093,24,289.638339
-876.039985,24,290.044584
-864.087278,24,290.444643
-872.450896,24,290.814691
-864.699693,24,291.220975
-871.411757,24,291.608714
-875.14365,24,291.98439
-869.910929,24,292.341264
-826.015986,24,292.754811
-873.138122,24,293.11759
-794.664952,24,293.516441
-792.293557,24,293.891882
-783.24798,24,294.264011
-829.539315,24,294.691871
-865.251859,24,295.070132
-881.807263,24,295.453306
-869.128187,24,295.826505
-815.751096,24,296.210702
-776.855663,24,296.566837
-799.907938,24,296.957842
-849.166308,24,297.322195
-883.48818,24,297.719594
-881.253631,24,298.103873
-879.573636,24,298.454279
-776.855663,24,298.822247
-801.128001,24,299.200767
-787.519205,24,299.548702
-803.430186,24,299.902228
-861.299156,24,300.297025
-875.850018,24,300.649038
-778.854923,24,301.011272
-872.737273,24,301.384812
-776.855663,24,301.785611
-880.203633,24,302.140861
-819.794202,24,302.48597
-790.258305,24,302.869731
-871.201674,24,303.239185
-776.855663,24,303.614175
-776.855663,24,304.001301
-864.335496,24,304.400352
-881.005445,24,304.796183
-879.058187,24,305.173251
-847.509899,24,305.574678
-858.72184,24,305.942755
-863.095404,24,306.316817
-810.299401,24,306.677551
-778.140266,24,307.039242
-873.539069,24,307.416709
-879.688184,24,307.776256
-776.855663,24,308.884247
-826.411479,24,309.262793
-831.184324,24,309.667618
-790.424641,24,310.073016
-880.623628,24,310.447792
-871.210025,24,310.856193
-864.107317,24,311.233728
-816.766744,24,311.629841
-875.161876,24,311.990115
-879.573636,24,312.354534
-776.855663,24,312.737631
-877.58728,24,313.14309
-881.005435,24,313.549308
-869.242785,24,313.989496
-776.855663,24,314.344374
-826.411479,24,314.741095
-776.855663,24,315.107118
-833.773248,24,315.466596
-782.239613,24,315.820175
-881.88363,24,316.194447
-776.855663,24,316.535811
-831.949738,24,316.921311
-860.230886,24,317.302335
-874.531833,24,317.659165
-868.918181,24,318.025544
-875.964539,24,318.381963
-876.155441,24,318.742339
-878.331823,24,319.11616
-815.945688,24,319.470649
-875.982719,24,319.841156
-866.970927,24,320.22122
-870.484565,24,320.618722
-840.989066,24,320.994343
-878.694531,24,321.365299
-781.45511,24,321.764282
-811.929227,24,322.153056
-872.660922,24,322.549397
-860.058235,24,322.946611
-785.554482,24,323.339282
-847.761014,24,323.750137
-804.17262,24,324.152262
-795.717919,24,324.519595
-778.271214,24,324.897193
-871.820903,24,325.28934
-776.855663,24,325.668548
-878.75182,24,326.033696
-877.26273,24,326.421351
-872.470012,24,326.784413
-864.010965,24,327.152383
-812.438969,24,327.505428
-874.149982,24,327.908796
-776.855663,24,328.298009
-782.348858,24,328.692194
-793.342667,24,329.052234
-790.62387,24,329.433917
-880.547258,24,329.808964
-870.464552,24,330.229395
-776.855663,24,330.609088
-791.276341,24,330.967442
-882.036363,24,331.354754
-849.729137,24,331.732809
-811.090497,24,332.085023
-776.855663,24,332.457978
-880.699987,24,332.825356
-878.905446,24,333.193934
-806.82457,24,333.570857
-852.546935,24,333.982773
-853.929122,24,334.34624
-778.328472,24,334.70828
-878.102745,24,335.083061
-879.17181,24,335.467888
-871.380911,24,335.846352
-816.173125,24,336.223716
-801.87263,24,336.61757
-793.820244,24,336.991322
-871.68727,24,337.381087
-877.950012,24,337.752577
-814.676869,24,338.122208
-879.917283,24,338.514095
-812.299216,24,338.938886
-873.710914,24,339.332622
-787.165424,24,339.758456
-787.970127,24,340.150045
-799.699784,24,340.549089
-858.627286,24,340.909795
-853.558788,24,341.275382
-865.386347,24,341.656451
-868.364557,24,342.015174
-869.032725,24,342.39035
-868.899966,24,342.770725
-879.688184,24,343.126466
-879.840913,24,343.532139
-776.855663,24,343.889042
-776.855663,24,344.286597
-803.18808,24,344.658689
-863.571809,24,345.041071
-849.002787,24,345.439227
-868.383604,24,345.799591
-789.090588,24,346.192758
-869.759071,24,346.569855
-776.855663,24,346.945774
-776.855663,24,347.302571
-801.317341,24,347.670236
-876.250904,24,348.070668
-876.68998,24,348.434587
-849.138903,24,348.826711
-864.545499,24,349.231643
-818.299577,24,349.664701
-876.279982,24,350.029292
-776.855663,24,350.406541
-870.846407,24,350.848892
-878.618164,24,351.28795
-882.819093,24,351.737585
-877.406343,24,352.190687
-776.855663,24,352.619926
-823.729038,24,352.99411
-806.325484,24,353.420908
-776.855663,24,353.892596
-869.643625,24,354.368902
-841.997404,24,354.748942
-777.002949,24,355.130854
-847.983905,24,355.508161
-776.855663,24,355.887037
-877.052708,24,356.262401
-870.616319,24,356.655067
-826.980519,24,357.027411
-863.917165,24,357.421955
-879.993646,24,357.801747
-862.941846,24,358.169895
-880.070008,24,358.538714
-776.855663,24,358.917586
-810.787419,24,359.333538
-826.07886,24,359.723706
-879.63091,24,360.128136
-878.102715,24,360.528046
-873.062659,24,360.905357
-843.00542,24,361.26019
-776.855663,24,361.688837
-827.713329,24,362.062105
-875.29636,24,362.432417
-870.809104,24,362.815018
-854.149488,24,363.182693
-777.423004,24,363.57516
-858.887253,24,363.953143
-851.122772,24,364.319137
-827.28599,24,364.691052
-869.548216,24,365.069252
-783.238224,24,365.434725
-877.300907,24,365.823639
-857.424547,24,366.180916
-872.832694,24,366.55724
-878.293629,24,366.940148
-880.757264,24,367.345318
-854.764365,24,367.72361
-846.288969,24,368.088165
-878.370003,24,368.474188
-873.500888,24,368.833919
-874.914555,24,369.226092
-776.855663,24,369.615004
-837.528984,24,369.99349
-859.067307,24,370.357883
-874.914555,24,370.755425
-874.914555,24,371.141363
-776.855663,24,371.547189
-776.855663,24,371.916522
-879.993646,24,372.318125
-852.993633,24,372.760251
-876.460903,24,373.229778
-842.255058,24,373.655255
-877.911816,24,374.080153
-869.376353,24,374.486005
-855.209111,24,374.92153
-879.55454,24,375.3319
-875.449104,24,375.724356
-878.331806,24,376.143914
-872.317287,24,376.544895
-823.544117,24,376.955539
-879.688184,24,377.348245
-795.118698,24,377.762063
-881.177257,24,378.167837
-776.855663,24,378.537649
-872.202739,24,378.952307
-874.398185,24,379.404202
-802.50541,24,379.869644
-841.526174,24,380.285449
-875.134518,24,380.66179
-871.267299,24,381.06369
-872.069095,24,381.457223
-776.855663,24,381.845253
-869.032725,24,382.246249
-844.808986,24,382.678421
-790.617744,24,383.119611
-819.927808,24,383.527362
-776.855663,24,383.921583
-771.947323,24,384.325646
-784.69434,24,384.762125
-776.855663,24,385.159402
-872.756347,24,385.536032
-807.256556,24,385.904127
-776.855663,24,386.30898
-776.855663,24,386.725783
-840.314545,24,387.132427
-775.494938,24,387.542427
-781.671745,24,387.951782
-799.696212,24,388.349953
-801.949314,24,388.75601
-874.627299,24,389.164046
-863.926242,24,389.60092
-811.704346,24,390.027355
-808.14582,24,391.380315
-790.693668,24,391.779952
-787.762043,24,392.18795
-816.152844,24,392.630046
-794.52857,24,393.129051
-767.699642,24,393.587441
-812.571575,24,394.065681
-788.277573,24,394.532997
-743.309479,24,395.005666
-785.602173,24,395.415816
-784.669189,24,395.840692
-728.321632,24,396.264844
-772.902584,24,396.723358
-783.753757,24,397.180152
-783.753025,24,397.593633
-723.84325,24,397.998224
-778.240334,24,398.411875
-778.225281,24,398.834261
-738.465748,24,399.256044
-499.298226,24,399.652185
1156.504133,24,400.061601
690.564702,24,400.474365
2041.929483,24,400.904264
8.388843,24,401.314234
-8152.879595,24,401.702283
-3107.856681,24,402.109649
-19069.042969,24,402.503366
-1177.532933,24,402.926676
-596.600232,24,403.3393
-5331.498322,24,403.74797
-4896.330372,24,404.142668
-22414.796992,24,404.552797
-6154.895275,24,404.967802
-17474.945234,24,405.358871
-2366.205738,24,405.771946
-4033.91358,24,406.185172
-152474.103271,24,406.551717
-3423.354296,24,406.948239
-224.272601,24,407.339638
-8340.691292,24,407.760445
-31552.481781,24,408.171042
-5439.555489,24,408.582147
-20497.627182,24,409.015786
-2119.927143,24,409.422557
-7771.033493,24,409.836547
-2804.545984,24,410.244745
-37894.160339,24,410.642797
-40648.904297,24,411.063146
-14307.58786,24,411.48127
-20400.727783,24,411.874096
-3920.676998,24,412.295347
-6920.788065,24,412.70486
-424.889073,24,413.114421
-17.728427,24,413.508629
-7542.107585,24,413.929411
-9334.652374,24,414.320179
-6128.062722,24,414.699776
-5422.615463,24,415.11567
-407.277138,24,415.505078
-18851.720093,24,415.889692
-2497.254847,24,416.296648
-719.961823,24,416.66959
-659.25028,24,417.144199
-7620.414214,24,417.55954
