#{"t_start": 1758182855.9430115, "env_id": "None"}
r,l,t
-94032.715088,24,12.210213
-1127.90667,24,12.323984
-11204.461952,24,12.434237
-92768.834961,24,12.568308
-91786.920898,24,12.744647
-5994.078632,24,12.887836
-106173.609619,24,13.0022
-63874.856323,24,13.108312
-2174.062971,24,13.239239
-3635.671584,24,13.367406
-17025.995625,24,13.464071
-534.885872,24,13.564808
-48238.32739,24,13.668998
-84296.765015,24,13.76623
-6163.266548,24,13.870367
-40138.072162,24,14.005723
-7351.799232,24,14.155867
-7080.06813,24,14.286534
-15911.720036,24,14.443067
-5141.587293,24,14.583151
-27705.09201,24,14.733433
-82820.498901,24,14.88082
-15759.970524,24,14.999086
-100171.29126,24,15.121734
311.465399,24,15.273206
-30835.545284,24,15.452326
-94009.3125,24,15.608965
-13903.288177,24,15.736731
-43941.450878,24,15.852019
-10577.906543,24,16.011284
2838.727882,24,16.161541
-98283.074707,24,16.287429
-24537.800583,24,16.414744
-338.483673,24,16.532615
1350.368777,24,16.649334
-94393.44873,24,16.837061
-322.359904,24,17.002111
143.274374,24,17.137287
-35759.221943,24,17.263607
-29101.028625,24,17.402056
-53278.832039,24,17.549057
-80860.67688,24,17.688333
-3665.81074,24,17.803746
-70025.198807,24,17.920134
-81198.730225,24,18.038058
-61677.240662,24,18.151376
-30163.601074,24,18.321076
-94120.478027,24,18.447287
-3116.299475,24,18.569616
-95208.609375,24,18.745173
-89904.120117,24,18.954467
-89297.841064,24,19.102178
-93394.626709,24,19.227939
-8499.771957,24,19.33778
-86852.390808,24,19.447091
-2761.527655,24,19.560782
-6089.686723,24,19.674937
-99047.489014,24,19.803893
-5165.282318,24,19.920978
3740.03548,24,20.038108
-88498.713379,24,20.173155
-5340.571526,24,20.317097
-1509.311771,24,20.458889
-79189.174683,24,20.602676
-12307.306091,24,20.743332
-95053.215088,24,20.913243
-94034.58374,24,21.052292
-13998.532608,24,21.171607
-44501.468343,24,21.312875
-47859.94931,24,21.4575
-1303.327954,24,21.579964
-9692.294212,24,21.726298
-6457.929003,24,21.898673
1842.692742,24,22.046149
-83055.577759,24,22.187786
-92090.526855,24,22.338044
-57421.43811,24,22.459142
-72623.059265,24,22.589453
1543.020813,24,22.717156
-94338.093018,24,22.82302
-95920.966919,24,22.94412
-5562.180796,24,23.054797
-15954.122345,24,23.171428
-34.636393,24,23.291511
-83481.198364,24,23.417975
-169.910375,24,23.519537
-29104.700937,24,23.617095
-39519.863953,24,23.722968
-24326.029388,24,23.834667
-12728.704527,24,23.939013
-13532.865021,24,24.044408
-103404.98291,24,24.152443
-2682.554418,24,24.257947
-83590.564941,24,24.357046
417.69021,24,24.455883
-9400.58564,24,24.551492
-98205.978638,24,24.656092
-81398.661987,24,24.758535
-95269.665527,24,24.855886
-81711.806885,24,24.951401
641.240412,24,25.061355
-57177.442112,24,25.159966
-102039.27417,24,25.259253
-94510.419678,24,25.371433
-69203.599792,24,25.472776
-1689.105652,24,25.594699
-15167.673363,24,25.711213
-5029.075697,24,25.832412
-92870.711914,24,25.976089
-5180.804985,24,26.093462
-95053.249512,24,26.258228
-10206.739517,24,26.370223
-20925.251999,24,26.475828
-4634.549618,24,26.575373
-17963.056396,24,26.674816
-61009.317505,24,26.771569
-65057.746826,24,26.874971
-84842.401001,24,26.98078
-9326.481155,24,27.119451
-88530.122742,24,27.217995
-95388.092529,24,27.317345
-56510.738861,24,27.422715
-3717.238934,24,27.529793
-4994.784494,24,27.63956
-39289.914047,24,28.974344
-8915.083328,24,29.442502
-13031.1427,24,29.942755
-9541.924816,24,30.452532
3715.981613,24,30.921843
6635.514969,24,31.473711
-14640.005249,24,31.973153
7661.954987,24,32.44494
-15095.864136,24,32.967432
8283.991211,24,33.483874
-5722.23135,24,33.900468
7404.666351,24,34.295036
-12036.010616,24,34.796061
7750.18811,24,35.266626
4534.66233,24,35.788438
-15654.091339,24,36.381415
-14632.901093,24,36.903329
7853.435699,24,37.525773
-3059.135267,24,38.036448
8277.531967,24,38.478042
8031.153397,24,38.939746
6346.219757,24,39.492903
8129.367905,24,40.067924
7514.200119,24,40.47688
9388.72641,24,40.913585
6441.498201,24,41.431524
6684.096527,24,41.938975
8774.884399,24,42.382532
5532.573349,24,42.924717
9321.154648,24,43.408316
7884.912836,24,43.977707
7435.194382,24,44.432217
6510.070633,24,44.89089
8442.419662,24,45.448689
7571.202444,24,45.868995
6062.632263,24,46.35536
8310.153152,24,46.832165
4386.585181,24,47.271224
7699.823151,24,47.879905
4681.517185,24,48.342763
1619.003342,24,48.826696
8580.087494,24,49.367249
7522.584167,24,49.887608
1903.799911,24,50.42258
8669.694443,24,50.87435
9260.143829,24,51.307804
9453.649063,24,51.736366
1443.661374,24,52.264428
4204.856251,24,52.75228
5331.936399,24,53.232944
3802.393627,24,53.741324
8338.556102,24,54.180986
7137.151276,24,54.664209
6105.67571,24,55.156766
6165.487112,24,55.642105
9301.42218,24,56.115711
6831.455307,24,56.592013
1774.935015,24,57.157378
3086.086137,24,57.662475
7215.985397,24,58.233267
4583.211805,24,58.699805
1609.444907,24,59.175741
7587.182816,24,59.721008
1705.026544,24,60.204873
7627.47673,24,60.634773
3546.387066,24,61.095112
8467.386635,24,61.653938
8667.343826,24,62.122436
7822.811508,24,62.586315
7951.006912,24,63.052595
8273.126694,24,63.586438
8054.370468,24,64.033472
1931.802681,24,64.515798
8067.331604,24,64.964423
6829.713181,24,65.426105
9332.095062,24,65.931102
1929.313815,24,66.471469
8563.396393,24,66.942369
5700.694031,24,67.405817
7570.379261,24,67.896445
8234.414413,24,68.385244
9023.981979,24,68.842113
6908.485752,24,69.345349
6786.701893,24,69.891421
7842.145279,24,70.330101
9315.951263,24,70.79169
8433.346741,24,71.237185
8979.641266,24,71.684451
8066.367599,24,72.200422
4415.167435,24,72.677023
3433.461478,24,73.210828
8891.875168,24,73.687063
9184.659866,24,74.150835
7576.240974,24,74.600883
2889.417843,24,75.035008
2175.038237,24,75.445583
1940.183221,24,75.895558
7954.897964,24,76.355644
5958.302353,24,76.817681
1821.772098,24,77.325696
8443.382645,24,77.864865
7739.440598,24,78.351232
1516.443618,24,78.81325
3568.987812,24,79.337149
1499.077185,24,79.902242
3713.424992,24,80.392316
8103.573196,24,80.953711
8196.884827,24,81.456489
9002.105286,24,81.955986
7374.402222,24,82.447363
2428.750926,24,82.921853
6575.465149,24,83.425755
8748.718094,24,83.949598
8535.596848,24,84.522859
4776.549892,24,84.983416
8593.049484,24,85.418532
8592.756668,24,85.863411
8901.147217,24,86.308856
3133.32288,24,86.736986
8823.668289,24,87.199301
8503.252563,24,87.734022
7629.388351,24,88.23047
9194.735947,24,88.744773
6897.323624,24,89.236611
9362.695892,24,89.800413
2320.188071,24,90.314439
3789.406357,24,90.812492
5255.058234,24,91.289441
7625.40802,24,91.82383
7280.384598,24,92.41356
8143.854324,24,92.953189
2939.678078,24,93.438317
8409.355438,24,93.969014
1888.022814,24,94.464484
8472.395798,24,94.969146
5549.284504,24,95.496227
7965.484161,24,95.962668
8328.565002,24,96.394296
7748.637695,24,96.891177
6637.445234,24,97.333955
6760.470493,24,97.887303
7770.19754,24,98.445889
2477.845022,24,98.900432
8926.264572,24,99.348573
947.687538,24,99.815176
1144.107802,24,100.296386
7830.275986,24,100.829021
8945.231293,24,101.274881
9116.508408,24,101.729676
2144.194568,24,102.197857
2451.155722,24,102.688159
7653.291153,24,103.314958
8952.547134,24,103.848482
3618.300533,24,104.461223
8315.306992,24,105.076792
6958.745682,24,105.632251
7447.746017,24,106.139591
8584.644058,24,106.5748
9239.977829,24,107.111295
2170.218458,24,107.748447
9664.537109,24,108.321542
8215.698547,24,108.825778
2740.022579,24,109.307225
2241.493961,24,109.818444
2123.947394,24,110.384485
9096.01181,24,110.987957
1816.483144,24,111.471701
6198.450283,24,111.936311
3740.637915,24,112.43628
8903.737213,24,112.958539
6013.861072,24,113.457165
8566.608337,24,113.912644
7115.140594,24,114.376859
728.273371,24,114.895185
3788.331875,24,115.437991
205.631793,24,115.919096
5624.725723,24,116.450474
9289.489075,24,116.924442
2638.008194,24,117.374144
610.179829,24,117.864475
6655.911713,24,118.385587
4629.890553,24,118.818957
4559.052555,24,119.277247
1610.208579,24,119.770702
5524.538574,24,120.265147
2378.627342,24,120.767565
3063.124188,24,121.368618
6091.392715,24,121.871244
3470.140388,24,122.323767
817.729295,24,122.780254
4415.545235,24,123.296175
3582.702123,24,123.827906
8784.421631,24,124.308816
5871.49411,24,124.862522
8713.281601,24,125.349987
1325.49376,24,125.85137
1591.584299,24,126.360466
8634.918045,24,126.86702
4060.119339,24,127.433148
1511.84613,24,128.0013
1679.7613,24,128.564632
3751.889969,24,129.178563
2540.884534,24,129.67762
4827.116592,24,130.154283
7662.328003,24,130.657038
4655.49535,24,131.099344
4056.228249,24,131.549033
4857.528717,24,132.01563
