#{"t_start": 1757807888.4032516, "env_id": "None"}
r,l,t
-14124.002777,24,22.763577
-90656.073364,24,22.860468
-49069.142334,24,22.962387
-10208.52404,24,23.059797
-90803.41864,24,24.084964
-67280.705261,24,24.462579
-92933.377441,24,24.81155
-137.299265,24,25.119858
-36069.403595,24,25.495714
-1947.753811,24,25.838513
-472.899818,24,26.172585
9222.117874,24,26.475812
5956.075693,24,26.85065
8248.60408,24,27.176229
4878.962119,24,27.513532
5946.138317,24,27.86254
7331.272766,24,28.223857
1458.288483,24,28.543968
3836.948902,24,28.886424
9616.071381,24,29.265068
8264.243774,24,29.636482
1445.607558,24,29.96836
2010.939209,24,30.29518
1973.342907,24,30.62867
9548.882034,24,30.99753
9288.714493,24,31.355662
8737.417068,24,31.672939
4001.609959,24,31.991503
9506.865997,24,32.348931
7502.312622,24,32.702381
7746.07225,24,33.062924
1373.661446,24,33.394795
6749.583471,24,33.756731
7856.626476,24,34.082126
6635.40712,24,34.422901
9426.378479,24,34.757871
9438.738693,24,35.167268
1790.335681,24,35.520016
9403.649017,24,35.878199
2939.839222,24,36.236874
7520.554611,24,36.622806
4185.002057,24,36.968136
2464.706968,24,37.318442
8337.982201,24,37.682828
9176.033234,24,38.047031
7930.391556,24,38.377544
2895.859814,24,38.719888
2621.53073,24,39.083658
9403.534546,24,39.442484
8740.890182,24,39.768574
7891.49472,24,40.139709
4105.818308,24,40.508054
2551.88143,24,40.858273
2684.906279,24,41.224048
6805.978209,24,41.569971
1574.731649,24,41.909089
8157.562973,24,42.290552
7985.034912,24,42.630187
8828.798599,24,42.985812
8418.094635,24,43.351629
1745.88464,24,43.689445
1857.534258,24,44.077947
6137.708536,24,44.479635
8758.93219,24,44.842303
6417.967484,24,45.270505
5254.179167,24,45.602536
2873.8859,24,45.971485
7672.009659,24,46.32808
7659.319595,24,46.701167
9655.678711,24,47.043151
7845.611526,24,47.455647
1931.034719,24,47.811725
8523.793991,24,48.169419
7011.210297,24,48.509835
9571.140503,24,48.879197
4826.081884,24,49.247371
5156.269181,24,49.584442
7807.175034,24,49.957771
4190.344584,24,50.294086
9034.484161,24,50.66373
5917.254435,24,51.031462
8055.294861,24,51.411055
9152.112854,24,51.761766
8167.499283,24,52.112497
6164.408864,24,52.460616
2748.734067,24,52.804597
2210.172346,24,53.160357
9319.667572,24,53.516471
9001.964172,24,53.859163
9104.42131,24,54.223959
2516.886714,24,54.544471
8983.61145,24,54.892402
7599.811569,24,55.275707
1550.435621,24,55.645198
8812.370712,24,56.016493
2218.768669,24,56.379534
9178.925598,24,56.737681
3526.629119,24,57.092796
7762.93158,24,57.550111
9427.913971,24,57.881027
9199.532669,24,58.240429
8516.673584,24,58.590951
5981.85619,24,58.931643
3318.158546,24,59.326562
8840.345947,24,59.778704
9110.270798,24,60.139285
9027.295532,24,60.530554
1914.308081,24,60.868407
1560.792785,24,61.238201
2936.933479,24,61.595335
9476.421738,24,61.925166
7962.020523,24,62.283002
7797.299706,24,62.668713
9717.535706,24,63.026656
1639.560937,24,63.386787
7481.170624,24,63.7448
8645.829681,24,64.119087
9237.843369,24,64.474601
1386.241452,24,64.841255
9327.838303,24,65.260566
9342.597305,24,65.665076
8244.042023,24,66.009906
8930.962753,24,66.36517
1796.083781,24,66.729503
1739.376781,24,67.119262
8677.742523,24,67.473517
2489.217087,24,67.833969
9362.485565,24,68.237912
9179.988708,24,68.599946
1516.710998,24,68.929315
7592.867737,24,69.274499
6713.608946,24,69.627239
8055.618988,24,70.003987
8615.626923,24,70.458178
2465.343157,24,70.894891
9721.83963,24,71.320979
1900.990185,24,71.764529
9019.348724,24,72.154972
2581.149658,24,72.579349
8660.763596,24,72.936617
3038.406507,24,73.290494
7065.807556,24,73.738801
2216.013561,24,74.162743
8714.774918,24,74.623879
1831.309602,24,75.019688
8173.654739,24,75.36922
5322.95458,24,75.712476
2138.474331,24,76.082496
8676.120377,24,76.466569
8189.061264,24,76.819701
8546.752487,24,77.161268
10117.717957,24,77.528618
9239.288864,24,77.91051
8782.861984,24,78.266093
8290.380875,24,78.62095
7565.488083,24,78.969355
5027.426977,24,79.294841
3391.281807,24,79.64065
5185.932047,24,79.969708
7495.77092,24,80.328386
2955.316905,24,80.704032
8895.545334,24,81.06769
4492.044782,24,81.419795
1671.160753,24,81.788662
7790.364227,24,82.141486
9315.510941,24,82.520688
9224.778687,24,82.894117
8922.605103,24,83.255053
1284.982272,24,83.611738
1811.287726,24,83.96001
2897.759367,24,84.298553
1800.0876,24,84.622571
5709.74247,24,85.026914
8999.919556,24,85.37166
9336.963074,24,85.701129
8457.051346,24,86.088773
7389.641364,24,86.438524
7631.856903,24,86.776687
1678.38681,24,87.119421
1591.834688,24,87.461665
8655.845779,24,87.839782
3833.91355,24,88.205337
9196.560791,24,88.575463
7347.58313,24,88.938248
6193.873106,24,89.304143
1322.747618,24,89.669619
7836.046844,24,90.037678
1579.506562,24,90.393433
8495.814087,24,90.77431
7896.014786,24,91.097684
1359.572595,24,91.418143
3322.60743,24,91.75795
4556.572288,24,92.123828
8527.196228,24,92.485265
9513.714096,24,92.82586
2720.501883,24,93.172829
3029.129457,24,93.538965
2793.538191,24,93.886369
2271.003282,24,94.275335
8854.5811,24,94.668098
1281.833705,24,95.023679
7329.307343,24,95.364839
7414.485383,24,95.715205
2393.530945,24,96.04497
7259.388077,24,96.445218
5486.373036,24,96.809087
6854.345291,24,97.153551
2052.430345,24,97.499059
974.530071,24,97.871287
2768.799919,24,98.22899
9456.761795,24,98.589981
9951.920639,24,98.951306
