timestamp,horizon,model_type,kernel,features_used,C,gamma,epsilon,r2_score,rmse,mae,mape
20250826_072906,1,All Features SVR (rbf),rbf,150,100,scale,0.1,0.9775605029395122,8.928522747139022,6.371295218172519,0.2814617626694261
20250826_072906,6,All Features SVR (rbf),rbf,150,10,scale,0.01,0.92198136161185,16.64318837429981,11.783000442895329,0.5227111101440273
20250826_072906,24,All Features SVR (rbf),rbf,154,10,scale,0.1,0.8545994808627669,22.709334071381118,16.307647124307625,0.6354350458812597
20250826_072906,48,All Features SVR (rbf),rbf,154,10,scale,0.01,0.8023655411996831,26.425728095438142,19.23715417860378,0.7672206606960511
20250826_072906,72,All Features SVR (rbf),rbf,154,10,scale,0.01,0.7595123116548256,29.075685993772407,20.731275962091594,0.7670267423900368
