timestamp,horizon,model_type,features_count,parameters,r2_score,rmse,mae,mape
20250825_182950,1,FFNN (128 -> 64),33,13057,0.9881146298222144,3.3879367685718957,2.466698876626482,0.3665644440653767
20250825_182950,6,FFNN (256 -> 128),33,42497,0.9413183859032749,7.532547352729976,5.54406302761033,1.390009946757993
20250825_182950,24,FFNN (256 -> 128 -> 64),33,50817,0.8626059728090963,11.555314364655596,8.785259932057487,1.5123109961111343
20250825_182950,48,FFNN (512 -> 256 -> 128),33,183553,0.7867269563476114,14.440181145715496,11.12565509396233,2.8784854705660985
20250825_182950,72,FFNN (512 -> 256 -> 128 -> 64),33,191873,0.7301856935586921,16.297633376869086,12.677539799886054,3.6121317170979044
